Name,AccountId,IsPrivate,Description,StageName,Amount,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,CampaignId,Pricebook2Id,SyncedQuoteId,ContractId,AI_Countries_Benefited_Copy__c,AI_Account_Role__c,AI_Administrative_Unit__c,AI_and_Machine_Learning__c,Loss_Reason_Picklist__c,AI_Role__c,Augmented_Virtual_Reality__c,Biotech__c,Blockchain__c,Topics__c,Connectivity__c,Countries_Involved__c,Country_Strategy_Priority__c,Is_Minute_Complete__c,ORP_ActualSignatureDate__c,External_Collaboration_Co_Financing__c,ORP_AmountInOriginalCurrency__c,Focus_Area__c,ICT_and_Big_Data__c,ORP_CRFReporting__c,ORP_Complexity__c,AI_Area__c,Intelligent_Location_Services__c,Multisector__c,Opportunity_Iniciators__c,Opportunity_Source__c,Other_IDB_Product_Related__c,ORP_DocumentTitle__c,ORP_Innovation__c,ORP_InnovativeFinance__c,ORP_Leverage__c,ORP_Maintenance__c,Quantum_Computing__c,Referred_Institution__c,ORP_OperationFocus__c,Robotics__c,Sector_Global__c,ORP_OriginalCurrency__c,Shared__c,Subsector_Global__c,X3D_Printing__c,Eligible_Pitch__c,ORP_Pipeline_Year__c,ORP_Potential__c,AI_Sub_Area__c,AI_Technology__c,ORP_PressRelease__c,Other__c,AI5Q_pdf_related__c,Loss_Reason__c,Country_Benefited__c,Beneficiary_Type__c,IDB_Lab_Amount__c,Instrument__c,Instrument_Type__c,Is5QCreated__c,Is5Qcomplete__c,Initiative__c,ORP_Reimbursable_NonReimbursable__c,ORP_Relevance__c,ORP_SGO_NSG__c,ORP_Country_Benefited__c,ORP_Id__c,ORP_Recipient_Fund__c,Is_Public_Pitch_Complete__c,DB_Competitor__c,Minute_Completion_Date__c,PSR_AreaSubAreaJustification__c,PSR_BeneficiaryTypeJustification__c,PSR_TypeOfFunds__c,PSR_TypeOfSession__c,Pitch_ID__c,Preliminary_ESG__c,Previous_Pitch_ID__c,Additional_Tags__c,SDG__c,Errors
Recertificación AquaRating Monterrey,0012200000VBkRsAAL,false,"Tercera evaluación AquaRating de SADM Monterrey (participó en el piloto y en el primer grupo evaluando 2015). Buscan evaluar 2018 para evidenciar las mejoras logradas por la actual administración. Sería el primer organismo recertificado en México y el segundo en el mundo. Al ser el operador de mayor prestigio en el país, contribuye a consolidar el prestigio del estándar, apoya la misión de CONAGUA y puede generar nuevas acciones de cooperación, notas técnicas y posiblemente operaciones de crédito.",In Progress,0,,2019-11-15,Operations,,,Pipeline,,,,,MX,Administrator,Water and Sanitation Division,false,,Responsible,false,false,false,Water and Sanitation;,false,,,false,,,,,false,,,,false,,IDB,Other,,,,,,,false,,,false,Water and Sanitation,,,Water Supply Urban,false,,,,,,,false,,,MX,,,,,false,false,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Other:Opportunity_Source__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Other:Opportunity_Source__c --
Training Program between The UWI and The GOB,0012200000VBkknAAD,false,"Professor Wayne Charles-Soverall from UWI is working extensively on the area of vocational training, and reached out to IDB for an IDB Publication to assist in this regard. Since IDB has strong involvement in this area, we may wish to pursue the possibilities of collaboration. Natasha, as you are the focal point for SCL at CBA, feel free to take lead.",Closed Lost,,,2020-01-31,Training,,,Omitted,,,,,BB,Administrator,,false,,,false,false,false,Reform / Modernization of the State;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Reform / Modernization of the State,,,Reform and Public Sector Support,false,,,,,,,false,,,BB,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Promover desarrollo de niños con discapacidad con estrategia de inclusión de tecnología basada en demanda,0012200000VBjrrAAD,false,Promover el desarrollo de niños con discapacidades a través de una estrategia de inclusión de tecnología basada en la demanda.  Jefe de Equipo se reunió con delegados de fondos japoneses y se ha analizado la posibiidad de la CT,Closed Won,1500000,,2020-06-24,Technical Cooperation,,,Closed,,,,,EC,Administrator,"Competitiveness, Technology and Innovation Division",false,,Responsible,false,false,false,Health;,false,,Medium,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Health,,,,false,,,,,,,false,,,EC,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Fortalecimiento de la Educación Técnico Profesional II,0012200000VBkcDAAT,false,"Esta oportunidad surge a partir del Programa de Fortalecimiento de la Educación Técnico Profesional
(CH-L1095) que actualmente el Banco tiene con el Ministerio de Educación (MINEDUC), y cuyo objetivo es apoyar la implementación de una reforma de políticas para mejorar la pertinencia, calidad y eficiencia de la educación técnico profesional. 
Considerando que este programa ha sido estructurado como un Préstamo en Apoyo de Reformas de Política (PBL) de tramos múltiples, que ha desembolsado dos de sus tres tramos, y que se espera el tercer desembolso para finales del 2020, el MINEDUC ha demostrado interés en un nuevo préstamo que continúe el apoyo al fortalecimiento de la ETP, con un posible foco en el apoyo al proceso de implementación de los Centros de Formación Técnica (CFT) estatales. 
Este apoyo sería especialmente relevante debido a que luego de la suscripción del contrato de préstamo anterior, en Chile entraron en vigor dos leyes que fortalecen la institucionalidad de la educación técnico profesional, la Ley que Crea los Centros de Formación Técnica Estatales (Nº 20.910) y la Ley de Educación Superior (Nº 21.091), y cuya implementación podría ser apoyada a través de un nuevo PBL.
Debido a que se experimentó un leve retaso, se ha definido que esta oportunidad será reevaluada en conjunto con el MINEDUC al momento de realizar el desembolso final del préstamo.",Initiation,90000000,,2021-07-31,Loans,,,Pipeline,,,,,CL,Administrator,Education Division,false,,Responsible,false,false,false,Education;,false,,,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Education,,,Vocational & Technical Education,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Energy database Suriname,0012200000VBlCuAAL,false,"Alinear y complementar la base de datos energética elaborada por OLADE con la base de datos de la Autoridad Energética de Suriname, que va a ser financiada con la operación SU-L1055",Initiation,,,2020-12-31,Collaboration,,,Pipeline,,,,,SR,Administrator,,false,,,false,false,false,Energy;,false,,,false,,,,,false,,,,false,,IDB,,,,,,,,false,,,false,Energy,,,Energy Institutional Strengthening and Capacity Building,false,,,,,,,false,,,SR,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Reducing traffic congestion from  Wanica to Paramaribo,0012200000VBkucAAD,false,"This oppurtunity looks at the heavy traffick flow from the wanica  area going over the saron bridge , livorno -beekhuizen bridge and highway bridge all over the saramacca canal. all this traffic coming from the south has only two options of reaching the Willem campagne straat and this is causing significant delays  and ineffficiencies in traffc flow . The bank  through an intervention can divert traffic going to the school ditrict and improve the already existing road  infrastructire leading to the city.",Initiation,30000000,,2020-12-31,Loans,,,Pipeline,,,,,SR,Administrator,,false,,,false,false,false,Transport;,false,,Medium,false,,,,,false,,,,false,,IDB,Other,,,,,,,false,,,false,Transport,,,Urban Transport Infrastructure,false,,,,,,,false,,,SR,,,,,false,false,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Other:Opportunity_Source__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Other:Opportunity_Source__c --
Solar Stand Alone systems in Matawai,0012200000VBlCzAAL,false,Installation of 500 solar stand alone system in households in the Mataway community in Suriname.,Initiation,450000,,2020-12-31,Technical Cooperation,,,Pipeline,,,,,SR,Administrator,,false,,,false,false,false,Energy;,false,,Medium,false,,,,,false,,,,false,,IDB LAB,External Meeting,,,,,,,false,,,false,Energy,,,Rural Electrification,false,,,,,,,false,,,SR,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Cure Violence Loan &/or TC operation,,false,"Following on the launch of the evaluation report on the pilot cure violence program in TT held on January 24 2019, the IDB has been in discussions with the Ministry of National Security to finance a follow on program.  An announcement was made in the 2019/20 budget presentation indicating the Government's intention to work with the IDB in this area.",Closed Won,,,2020-06-30,Technical Cooperation,,,Closed,,,,,TT,Administrator,Country Office in Trinidad and Tobago,false,,Responsible,false,false,false,Reform / Modernization of the State;,false,,,false,,,,,false,,,,false,,IDB,IDB Group Event,,,,,,,false,,,false,Reform / Modernization of the State,,,,false,,,,,,,false,,,TT,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
PBL de Apoyo a la Equidad Social con Sostenibilidad Fiscal I,,false,Este Préstamo basado en políticas de carácter programático (PBP) busca mejorar la equidad social con sostenibilidad fiscal en Chile. Los objetivos específicos son: (a) mejorar los ingresos de las personas más vulnerables; (b) mejorar la suficiencia de los sistemas de pensiones solidarias de la Ley N° 20.255 y de pensiones contributivas del Decreto Ley N° 3.500; (c) mejorar la disponibilidad de medicamentos de menor costo; y (d) mejorar la eficiencia del gasto público y la calidad del proceso de formulación presupuestaria.,Closed Won,300000000,,2020-06-24,Loans,,,Closed,,,,,CL,Administrator,Labor Markets Division,false,,Responsible,false,false,false,Social Investment;,false,,High,false,,,,,false,,,,false,,IDB,Other,,,,,,,false,,,false,Social Investment,,,,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Other:Opportunity_Source__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Other:Opportunity_Source__c --
Modernización del Sector Energía en Chile con Sello Ciudadano,0012200000VBkVyAAL,false,"Potencial en el desarrollo de un Préstamo Básado en Polìticas (PBL)  que puede ser concebido para apoyar al Gobierno de Chile a enfrentar los desafíos planteados y cumplir con las metas establecidas en la Ruta Energética 2018-2022, la cual busca la modernización del sector energético acercando las reformas a la ciudadanía. El programa busca impulsar reformas de política conducentes a: i) generar un marco macroeconómico consistente con los objetivos del programa; ii) asegurar una política eléctrica de largo plazo que considere los cambios en el sector; iii) incentivar el uso eficiente de energía mediante la promulgación de la eficiencia energética; iv) la regulación del uso de energía renovables no convencionales tales como biomasa y geotermia; y v) asegurar una política de combustibles de largo plazo.",Closed Won,50000000,,2020-07-31,Loans,,,Closed,,,,,CL,Administrator,Infrastructure and Energy Sector,false,,Responsible,false,false,false,Energy;,false,,Medium,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Energy,,,Energy Institutional Strengthening and Capacity Building,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Promoción para el desarrollo de una estrategia de mercado de Hidrógeno en Chile,0012200000VBkVyAAL,false,"Esta CT es concebida para apoyar al Gobierno de Chile en el marco de los compromisos de gobierno refrendados en la Ruta Energética 2018-2020, en la cual se establece el análisis de la entrada de nuevas tecnologías de baja y cero emisiones que permita reemplazar el uso de combustibles fósiles, en la que destaca la utilización de hidrógeno como un importante vector en la transición para la descarbonización y la sostenibilidad de la matriz energética chilena.",Closed Won,500000,,2020-04-30,Technical Cooperation,,,Closed,,,,,CL,Administrator,Infrastructure and Energy Sector,false,,Responsible,false,false,false,Energy;,false,,,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Energy,,,Low-Carbon Energy Technologies,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Apoyo a la Modernización Energética en Chile con Sello Ciudadano,0012200000VBkVyAAL,false,"El objetivo de la Cooperación Técnica es apoyar al Gobierno de Chile a través del Ministerio de Energía en la “Modernización de la matriz energética con sello ciudadano” el cual busca apoyar la implementación de los compromisos de la Ruta Energética 2018-2022, la cual ésta define el camino y prioridades en materia energética para el periodo.",Closed Won,250000,,2020-04-30,Technical Cooperation,,,Closed,,,,,CL,Administrator,Infrastructure and Energy Sector,false,,Responsible,false,false,false,Energy;,false,,,false,,,,,false,,,,false,,,Internal Meeting,,,,,,,false,,,false,Energy,,,Energy Institutional Strengthening and Capacity Building,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
"•	Apoyo a la Modernización Tributaria, la Política Social y el Emprendimiento",,false,"PBP en dos tramos en apoyo a la reforma tributaria de Chile recientemente aprobada, con foco en la equidad tributaria, la progresividad fiscal y el apoyo a la creación de empleo a través del emprendimiento de la pequeña y mediana empresa.",Closed Lost,300000000,,2020-12-31,Loans,,,Omitted,,,,,CL,Administrator,Vice Presidency for Sectors and Knowledge,false,,Responsible,false,false,false,Reform / Modernization of the State;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Reform / Modernization of the State,,,Revenue Administration,false,,,,,,,false,,"Se determinó avanzar con un PBP enfocado a aspectos de Equidad Social y Sostenibilidad Fiscal, con foco en la mejora de la calidad del gasto público, y sin contenido tributario.",CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Apoyando la Reforma Tributaria y la Mejora de la Calidad y la Eficiencia del Gasto Publico,,false,"Apoyar los esfuerzos del Gobierno de Chile en la implementacion de su reforma tributaria y en particular en la evaluación de: a) el gasto tributario del país, con el objetivo de ensanchar la base tributaria y mejorar la equidad del sistema tributario en su conjunto; y b) la focalizacion de programas estratégicos de gasto publicó con el objetivo de asegurar la recepción de beneficios por la población definida como objetivo. De manera adicional, la CT apoyara el desarrollo de opciones de política fiscal para la asignación de fuentes de ingresos propios para los gobiernos subnacionales de Chile.",Closed Won,100000,,2020-11-26,Technical Cooperation,,,Closed,,,,,CL,Administrator,Fiscal Management Division,false,,Responsible,false,false,false,Reform / Modernization of the State;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Reform / Modernization of the State,,,Revenue Administration,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Fortalecimiento de la Infraestructura de Banda Ancha en Chile (Inversión),0012200000VBjRaAAL,false,"El Gobierno de Chile ha priorizado la banda ancha como palanca para el desarrollo socioeconómico del país. En Chile, el estado de la infraestructura y servicios de conectividad digital presenta retos relevantes. El objetivo general del proyecto será contribuir a la mejora de la conectividad de banda ancha en Chile. Para lograrlo, se establecen los siguientes objetivos específicos: (i) mejorar la conectividad a través de inversión en infraestructura digital, con el aporte fiscal a un cable submarino intercontinental, así como infraestructura transfronteriza de banda ancha; (ii) actualizar el marco normativo en materia de telecomunicaciones; y (iii) impulsar usos pioneros de la banda ancha.
El proyecto se beneficiará del conocimiento y datos generados y sistematizados por el BID en estudios y proyectos previos. Entre esos estudios, destacan las publicaciones Índice de Banda Ancha (2016), Broadband Policies for Latin America and the Caribbean: A Digital Economy Toolkit (2016) y The Impact of Digital Infrastructure on the Sustainable Development Goals: A Study for Selected Latin American and Caribbean Countries (2019). El grupo BID apoya actualmente con cooperación técnica el desarrollo del estudio de demanda de capacidad internacional, despliegue, modelo de gobernanza e inversión. Además del préstamo al sector público, BID Lab puede apoyar con cooperación para innovación y emprendimientos tempranos y BID Invest puede acompañar la estructuración de las bases de licitación, así como financiamiento al sector privado.

Líder de la Oportunidad Antonio García Zaballos",Closed Won,,,2020-07-02,Loans,,,Closed,,,,,CL,Administrator,Vice Presidency for Sectors and Knowledge,false,,Responsible,false,false,false,Reform / Modernization of the State;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,Oportunidad de PBL de Apoyo a la Transformación Digital y Social en Chile,,,,,,false,,,false,Reform / Modernization of the State,,,Revenue Administration,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Sandbox - Espacio para integración de tecnología y artes escénicas,,false,"El proyecto propone un SANDBOX – modelo de plataforma casa taller – que combina un espacio equipado para 
 la experimentación interdisciplinaria y la innovación a partir de la integración de la tecnología con modelos de formación inclusiva e innovadora tanto de artistas profesionales y formadores (ToT - Training of trainers) como de jóvenes vulnerables. (Video: https://youtu.be/eCdMav6eboc)",Closed Lost,1178210,,2020-07-31,Project,,,Omitted,,,,,PA,,,false,,,false,false,false,,false,,,false,,,,,false,,,Inclusive Cities,false,Education;Science and Technology;Urban Development and Housing,IDB LAB,Calls / Competitions,,,,,,,false,,,false,Multisectoral,,,,false,,,,Orange Economy,,,false,,Source v1.1 migration,PA,Afro descendant;Women;Poor/vulnerable/low income,587500,,Grant - Non Reimbursable Technical Cooperation,false,false,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Calls / Competitions:Opportunity_Source__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Multisectoral:Sector_Global__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Non Reimbursable Technical Cooperation:Instrument_Type__c --
Capitulo Indigena en el Sector Minero,0012200000VBkWeAAL,false,Ministerio de Mineria ha expresado interesado en 2 temas: (i) apoyo al desarrollo de guias de participacion indigena en el sector minero y (ii) apoyo para su implementación en el marco de la PNM.,Closed Won,40000,,2020-07-31,Technical Cooperation,,,Closed,,,,,CL,Administrator,Infrastructure and Energy Sector,false,,Responsible,false,false,false,Energy;,false,,Low,false,,,,,false,,,,false,,IDB,Existing Operation,RG-T3049,,,,,,false,,,false,Energy,,,New Oil and Gas and Extractive Industries,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Business Continuity Plan Development,0012200000VBjVnAAL,false,"The BCCI is seeking funding to execute a project providing technical expertise for the development of a business continuity plan for the BCCI as a pilot, with a view to later rolling it out to BCCI members. This project would be spearheaded by the BCCI's Disaster Risk Reduction Committee.",Initiation,,,2020-12-31,Technical Cooperation,,,Pipeline,,,,,BB,Administrator,,false,,,false,false,false,Private Firms and SME Development;,false,,High,false,,,,,false,,,,false,,,External Meeting,,,,,,,false,,,false,Private Firms and SME Development,,,Business Climate and Competitiveness,false,,,,,,,false,,,BB,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
