PSR_Milestone_ID__c,Name,PSR_Description__c,PSR_Due_Day__c,PSR_Means_of_verification__c,PSR_Milestone_Code__c,PSR_Responsible__c,PSR_Type__c,PSR_Value__c,Due_Day_Help_On_New__c,Errors
CH-M1069ML4,Numero de Ordenanzas comunitaria de gestión patrimonial y turísticas para el pue,"Numero de Ordenanzas comunitaria de gestión patrimonial y turísticas para el pueblo de Codpa, aprobada por Comité Patrimonial y pre-aprobada por Municipalidad de Camarones.",90,Documentos Entregados al BID/FOMIN,,Project Coordinator,Active,4,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-M1069ML5,Carta gastronómica local aprobada por CTCC.,Carta gastronómica local aprobada por CTCC.,150,Sistema Informacion del Proyecto,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-M1069ML6,"Gira tecnológica con Comités Patrimoniales de Codpa, Pachama y Socoroma realizad","Gira tecnológica con Comités Patrimoniales de Codpa, Pachama y Socoroma realizada.",180,Sistema Informacion del Proyecto,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-M1069ML7,"Plan estratégico institucional al 2020 de CTCC, aprobado por CTCC.","Plan estratégico institucional al 2020 de CTCC, aprobado por CTCC.",210,Sistema Monitoreo del Proyecto,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-M1069ML8,"Campaña de Turismo Responsable en Camarones, aprobada por CTCC.","Campaña de Turismo Responsable en Camarones, aprobada por CTCC.",240,Sistema Monitoreo del Proyecto,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-S1004ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-S1004ML2,Consultoría fortalecimiento institucional contratada,Consultoría fortalecimiento institucional contratada,90,Contrato de Consultoría,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-S1004ML3,Sistema de Monitoreo del Proyecto  diseñado y en implementación con información,Sistema de Monitoreo del Proyecto  diseñado y en implementación con información de línea de base,180,"Sistema Monitoreo del Proyecto, sitio web proyecto",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-S1004ML4,"Manual de procesos control de calidad laboratorio documentado, validado por  Con","Manual de procesos control de calidad laboratorio documentado, validado por  Consejo de Administración de Coopeumo y con los equipos requeridos para la implementación del laboratorio.",180,"Versión final Manual Control de Calidad, Acta reunión del Consejo, equipos instalados",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-S1004ML5,"Diagnóstico y Plan de Acción de actualización Reglamento de Crédito, aprobado po","Diagnóstico y Plan de Acción de actualización Reglamento de Crédito, aprobado por Consejo de Administración de Coopeumo",360,"Documento Diagnostico y Plan de Mejora, Acta reunión del Consejo",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-S1004ML6,Sitio Web para socios de Coopeumo operativo,Sitio Web para socios de Coopeumo operativo,360,Sitio Web y manual de mantención del sitio,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-S1004ML7,Diseño Modulo de Cobranza 2.0 aprobado,Diseño Modulo de Cobranza 2.0 aprobado,420,"Documento Diseño lógico módulo de cobranza y Plan de implementación, Acta reunión del Consejo",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-S1004ML8,Nuevo Reglamento de Crédito publicado,Nuevo Reglamento de Crédito publicado,720,"Sistema Monitoreo del Proyecto, sitio web proyecto",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-T1213ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CH-T1217ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-L1239ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-L1253ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-M1100ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-M1102ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-M1103ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-S1010ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-S1010ML2,Líderes Productoras Comunitarias elegidas y red establecida y capacitada,Líderes Productoras Comunitarias elegidas y red establecida y capacitada,183,Contratos firmados,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-S1010ML3,Diseño Plan de finca y plan de inversión desarrolladas y en funcionamiento,Diseño Plan de finca y plan de inversión desarrolladas y en funcionamiento,365,Informe final y manual sobre manejo de herramientas,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-S1010ML4,COOPERAN  cuenta con Planes de Manejo de Finca e inversión para los productores,COOPERAN  cuenta con Planes de Manejo de Finca e inversión para los productores beneficiarios,396,Reportes disponibles por productor beneficiario,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-S1010ML5,Línea de base inicial recolectada y completada,Línea de base inicial recolectada y completada,274,Análisis inicial sobre información de la línea de base.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-S1010ML6,Realizadas al menos 3 visitas por productor beneficiario para realizar seguimien,"Realizadas al menos 3 visitas por productor beneficiario para realizar seguimiento a implementación de BPAs, con su informe respectivo",548,Informe de medición de resultados e impacto,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-S1010ML7,Campaña SMS  desarrollada,Campaña SMS  desarrollada,731,Informe sobre campaña e impacto realizado,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-S1010ML8,Al menos US$2.500.000 del préstamo del BID colocado en préstamos de largo plazo,Al menos US$2.500.000 del préstamo del BID colocado en préstamos de largo plazo,731,Informe de COOPERAN en relación de desembolsos realizados,,Project Coordinator,Active,2500000,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-S1011ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-S1012ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1483ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1483ML2,Firma de un convenio para telesalud con al menos uno de los aliados del proyecto,Firma de un convenio para telesalud con al menos uno de los aliados del proyecto,365,Convenio firmado,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1483ML3,Tener en vigor convenio con al menos un prestador y/o asegurador,Tener en vigor convenio con al menos un prestador y/o asegurador,545,Convenio en vigor,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1483ML4,Se han realizado al menos 40.000 prestaciones mediante telemedicina,Se han realizado al menos 40.000 prestaciones mediante telemedicina,910,Registro de las prestaciones,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1483ML5,Tener finalizados y en operación al menos 4 nuevos algoritmos en teleasistencia,Tener finalizados y en operación al menos 4 nuevos algoritmos en teleasistencia domiciliaria,730,Descripción de los algoritmos,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1483ML6,Se ha lanzado y está operando la plataforma de teleducación para profesionales y,Se ha lanzado y está operando la plataforma de teleducación para profesionales y comunidad,1090,Datos de uso de la plataforma de medicina,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1488ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1488ML2,E-kakashis instalados en las unidades productivas,E-kakashis instalados en las unidades productivas,456,Informe de la instalación de los equipos en las unidades productivas,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1488ML3,Materiales de capacitación para taller con productores desarrollados,Materiales de capacitación para taller con productores desarrollados,365,Materiales de capacitación,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1488ML4,Estrategia de Mercadeo para la soluciones sostenibles,Estrategia de Mercadeo para la soluciones sostenibles,730,Presentación del plan de mercadeo,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1489ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1489ML2,Plataforma de Interacción con clientes a través de Chabots,Plataforma de Interacción con clientes a través de Chabots,180,Prueba de implementación de la plataforma,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1489ML3,Scoring de dificultades de Pago,Scoring de dificultades de Pago,365,Documento explicativo del  modelo de Scoring,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1489ML4,Interoperabilidad del sistema al menos con 1 entidad bancaria,Interoperabilidad del sistema al menos con 1 entidad bancaria,545,Prueba de interoperabilidad co entidad bancaria,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1489ML5,1  Cartilla divulgativa de resultados proyecto,1  Cartilla divulgativa de resultados proyecto,725,Cartilla,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1526ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1526ML2,Acuerdos con 10 colegios,Acuerdos con 10 colegios,240,Archivos del proyecto,,Project Coordinator,Active,10,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1526ML3,Avance en números de BP 10 aplicadas (20%),Avance en números de BP 10 aplicadas (20%),360,Records del BP 10 y de los colegios,,Project Coordinator,Active,2800,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CO-T1526ML4,Total de jóvenes con talento emprendedor extraordinario que reciben “mentorías”,Total de jóvenes con talento emprendedor extraordinario que reciben “mentorías” del proyecto metodología Gallup,540,Records del equipo de mentores,,Project Coordinator,Active,322,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CR-M1026ML1,Modelo Red MANU ajustado para el piloto,Modelo Red MANU ajustado para el piloto,183,Informe de consultoría,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CR-M1026ML2,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CR-M1026ML3,Evento de Capacitacion Red MANU Piloto,Evento de Capacitacion Red MANU Piloto,183,Listas de asistencia capacitación,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CR-M1026ML4,Implementación Piloto Software,Implementación Piloto Software,456,Prototipo operativo solución tecnológica,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CR-M1026ML5,Audiovisual,Audiovisual,457,Vídeo promocional Red MANU,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
CR-M1026ML6,Estudio de Caso,Estudio de Caso,639,Estudio de caso publicado,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
